Id,Label,Degree,Betweenness,Expression
8175,SF3A2,14,0.49,0
27339,PRPF19,14,0.49,0
6426,SRSF1,14,0.49,0
6636,SNRPF,14,0.49,0
6632,SNRPD1,14,0.49,0
11338,U2AF2,14,0.49,0
6633,SNRPD2,14,0.49,0
9343,EFTUD2,14,0.49,0
10594,PRPF8,14,0.49,0
6625,SNRNP70,13,0.3,0
10992,SF3B2,13,0.08,0
23451,SF3B1,13,0.08,0
988,CDC5L,13,0.08,0
9785,DHX38,12,0,0
3178,HNRNPA1,10,0,0
