Id,Label,Degree,Betweenness,Expression
1665,DHX15,14,26.98,0
9785,DHX38,14,10.57,0
988,CDC5L,14,8.47,0
22938,SNW1,14,3.02,0
57703,CWC22,13,2.74,0
27339,PRPF19,13,0.97,0
51340,CRNKL1,13,0.97,0
54883,CWC25,13,0.97,0
8449,DHX16,12,2.4,0
1659,DHX8,12,0.77,0
10286,BCAS2,12,0.37,0
5356,PLRG1,12,0.37,0
51503,CWC15,12,0.37,0
9416,DDX23,11,17.37,0
1655,DDX5,6,3.77,0
11325,DDX42,3,0.58,0
23350,U2SURP,3,0.33,0
10521,DDX17,2,0,0
10713,USP39,1,0,0
