"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"HPA","Appendix; lymphoid tissue[≥Medium]","HPA:0030072","false","2.819233949841565e-7","6.549868883365919","2990","26","22","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; melanocytes[≥Low]","HPA:0470671","false","3.3292665819998835e-7","6.477651428497219","723","26","13","11007","SRSF3,SRSF6,SRSF7,SRSF9,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Soft tissue 2; peripheral nerve[≥Medium]","HPA:0510702","false","4.861356521808738e-7","6.313242527500562","1545","26","17","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF3,SRSF4,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; cells in spinous layer[High]","HPA:0471413","false","5.402916488972145e-7","6.267371745149841","248","26","9","11007","SRSF3,SRSF6,SRSF9,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Kidney; cells in glomeruli[≥Medium]","HPA:0270352","false","5.413555310586976e-7","6.266517421651967","3086","26","22","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Endometrium 2; glandular cells[High]","HPA:0170053","false","6.067829404057205e-7","6.216966637825663","1335","26","16","11007","U2AF1,RBMX,SRSF1,SRSF3,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Ovary; ovarian stroma cells[≥Low]","HPA:0340461","false","6.378786317642392e-7","6.195261945995509","3985","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Smooth muscle; smooth muscle cells[≥Medium]","HPA:0490692","false","7.011935359935305e-7","6.154162096136829","3125","26","22","11007","U2AF1,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Breast; glandular cells[High]","HPA:0050053","false","7.080836746536911e-7","6.149915418449832","1349","26","16","11007","U2AF1,SRSF1,SRSF3,SRSF6,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Soft tissue 1; peripheral nerve[≥Medium]","HPA:0500702","false","7.317331212786722e-7","6.135647286550579","1352","26","16","11007","U2AF2,RBMX,SRSF1,SRSF3,SRSF5,SRSF6,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPUL1"
"HPA","Breast; adipocytes[≥Low]","HPA:0050011","false","8.199593222735741e-7","6.086207692189843","2778","26","21","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Spleen; cells in red pulp[≥Medium]","HPA:0530712","false","8.261344076145986e-7","6.082949289560194","3150","26","22","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Vagina; squamous epithelial cells[≥Medium]","HPA:0620222","false","8.994226277083094e-7","6.046036190633719","4045","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Lung; macrophages[High]","HPA:0300413","false","9.188820314240511e-7","6.036740240942675","1373","26","16","11007","U2AF1,SRSF2,SRSF3,SRSF6,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH2,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Appendix; glandular cells[High]","HPA:0030053","false","0.0000010582286766242797","5.975420473827457","1883","26","18","11007","U2AF1,RBMX,SRSF1,SRSF3,SRSF6,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Endometrium 1; cells in endometrial stroma[≥Low]","HPA:0160251","false","0.0000010901136978078932","5.962528203201186","4079","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Cervix; glandular cells[High]","HPA:0630053","false","0.0000012118435695798541","5.916553437309078","1181","26","15","11007","U2AF1,RBMX,SRSF1,SRSF3,SRSF4,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; lymphocytes[≥Medium]","HPA:0471472","false","0.0000012719243941550795","5.895538703292264","646","26","12","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Caudate; neuronal cells[≥Medium]","HPA:0080132","false","0.0000013263439530688767","5.877343838261828","4114","26","24","11007","U2AF1,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Testis; round or early spermatids[≥Medium]","HPA:0570792","false","0.000001362303166432378","5.86572623393761","1912","26","18","11007","U2AF1,U2AF2,SRSF1,SRSF2,SRSF3,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Cerebellum; Purkinje cells[≥Medium]","HPA:0090162","false","0.0000013638340528457654","5.865238470088498","4119","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; vascular mural cells[≥Medium]","HPA:0461492","false","0.0000014579563721587503","5.836255471638208","189","26","8","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPH1,HNRNPH2,HNRNPK,HNRNPU"
"HPA","Hippocampus; glial cells[≥Low]","HPA:0250121","false","0.000001566936649100487","5.804948561605594","4144","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Spleen; cells in red pulp[High]","HPA:0530713","false","0.0000015935105281517863","5.797645062844079","822","26","13","11007","U2AF1,SRSF1,SRSF3,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; langerhans cells[≥Medium]","HPA:0471462","false","0.000001648350434154625","5.782950453172431","661","26","12","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Lung; alveolar cells type II[High]","HPA:0301373","false","0.000001676704930238875","5.775543358648633","662","26","12","11007","SRSF3,SRSF6,SRSF11,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH2,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Soft tissue 2; fibroblasts[High]","HPA:0510653","false","0.0000018160224902875729","5.74087877731972","521","26","11","11007","U2AF1,SRSF2,SRSF3,SRSF6,SRSF8,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPK,HNRNPM,HNRNPU"
"HPA","Skin 2; fibrohistiocytic cells[≥Medium]","HPA:0471442","false","0.0000018451333726647513","5.73397223605297","832","26","13","11007","SRSF3,SRSF6,SRSF7,SRSF9,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Lung; alveolar cells type II[≥Medium]","HPA:0301372","false","0.0000021994429030826805","5.657687307703023","1233","26","15","11007","U2AF2,SRSF1,SRSF3,SRSF4,SRSF6,SRSF11,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH2,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Hippocampus; neuronal cells[≥Medium]","HPA:0250132","false","0.000002441880189086972","5.6122756485381","4225","26","24","11007","U2AF1,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Soft tissue 1; fibroblasts[≥Low]","HPA:0500651","false","0.000002508917956214583","5.6005135402580715","4230","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; vascular mural cells[High]","HPA:0471493","false","0.0000026294960710725202","5.580127473762028","129","26","7","11007","SRSF3,SRSF6,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Soft tissue 1; fibroblasts[High]","HPA:0500653","false","0.0000026371357071271017","5.578867520817115","540","26","11","11007","U2AF1,SRSF2,SRSF3,SRSF6,SRSF8,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPK,HNRNPM,HNRNPU"
"HPA","Duodenum; glandular cells[High]","HPA:0150053","false","0.000002720248617386398","5.565391401765522","2606","26","20","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF3,SRSF4,SRSF6,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; cells in spinous layer[≥Low]","HPA:0471411","false","0.0000031663787729295483","5.499437134592474","870","26","13","11007","SRSF3,SRSF6,SRSF7,SRSF9,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Testis; round or early spermatids[≥Low]","HPA:0570791","false","0.000003624680127309333","5.440730313251328","2325","26","19","11007","U2AF1,U2AF2,SRSF1,SRSF2,SRSF3,SRSF6,SRSF7,SRSF8,SRSF11,SRSF12,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; langerhans cells[≥Low]","HPA:0461461","false","0.0000039859132594648866","5.399472156550144","715","26","12","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Skin 2; cells in granular layer[≥Low]","HPA:0470181","false","0.000004242948239219861","5.372332266267395","719","26","12","11007","SRSF3,SRSF6,SRSF7,SRSF9,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Testis; peritubular cells[High]","HPA:0570773","false","0.0000043084361529914995","5.365680338510199","217","26","8","11007","U2AF2,SRSF3,SRSF11,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Endometrium 1; cells in endometrial stroma[High]","HPA:0160253","false","0.000004604619757379383","5.336806227375955","434","26","10","11007","RBMX,SRSF3,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPK,HNRNPL,HNRNPM,HNRNPUL1"
"HPA","Cerebral cortex; glial cells[≥Low]","HPA:0100121","false","0.0000048711164563116745","5.312371487400318","4921","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; endothelial cells[High]","HPA:0470203","false","0.000005000738104831589","5.300965889424492","320","26","9","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Cerebellum; Purkinje cells[High]","HPA:0090163","false","0.000005387234336574399","5.268634132887739","1549","26","16","11007","U2AF1,RBMX,SRSF1,SRSF2,SRSF3,SRSF6,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPC,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Prostate; glandular cells[High]","HPA:0390053","false","0.000006421924187221689","5.192334825718383","1333","26","15","11007","SRSF3,SRSF6,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Cerebral cortex; neuronal cells[≥Medium]","HPA:0100132","false","0.000006635407872037705","5.178132376321629","4984","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; lymphocytes[High]","HPA:0471473","false","0.000007212090408093929","5.141938837760754","455","26","10","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Skin 2; cells in basal layer[≥Medium]","HPA:0471392","false","0.000007216389873933562","5.141680011563116","754","26","12","11007","SRSF3,SRSF6,SRSF7,SRSF9,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Skin 1; cells in spinous layer[≥Low]","HPA:0461411","false","0.000007768012384791047","5.109690090689892","759","26","12","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Endometrium 2; cells in endometrial stroma[≥Low]","HPA:0170251","false","0.000007817460129350264","5.106934325070297","3516","26","22","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Liver; cholangiocytes[≥Low]","HPA:0291161","false","0.000008151549742854946","5.088759816930231","3961","26","23","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Cerebellum; cells in molecular layer[≥Low]","HPA:0090191","false","0.000008155963558638703","5.08852472334479","4454","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Lymph node; germinal center cells[High]","HPA:0310433","false","0.00000844418524008532","5.073442248142156","944","26","13","11007","U2AF1,U2AF2,SRSF1,SRSF3,SRSF11,HNRNPA1,HNRNPC,HNRNPD,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Esophagus; squamous epithelial cells[≥Medium]","HPA:0190222","false","0.000009132416210950192","5.039414303708316","5050","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; cells in basal layer[≥Low]","HPA:0471391","false","0.000010452252048284627","4.9807901261300005","961","26","13","11007","SRSF3,SRSF6,SRSF7,SRSF9,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Heart muscle; cardiomyocytes[High]","HPA:0241103","false","0.000011722979750941598","4.930961985168491","1172","26","14","11007","U2AF1,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF8,SRSF11,HNRNPA2B1,HNRNPC,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; langerhans cells[≥Low]","HPA:0471461","false","0.000011786848926036634","4.928602282856002","788","26","12","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Skin 2; lymphocytes[≥Low]","HPA:0471471","false","0.00001413209202540877","4.849793543187581","801","26","12","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Caudate; glial cells[≥Low]","HPA:0080121","false","0.000015013197863514134","4.823526791663698","4575","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Tonsil; germinal center cells[≥Medium]","HPA:0600432","false","0.0000169020025413678","4.772061837330504","4098","26","23","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF5,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; langerhans cells[High]","HPA:0471463","false","0.00002093148335003672","4.679199993452593","266","26","8","11007","SRSF3,SRSF6,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Seminal vesicle; glandular cells[≥Medium]","HPA:0430052","false","0.000021150212654570062","4.67468526165811","5228","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; fibrohistiocytic cells[≥Low]","HPA:0471441","false","0.000021241124329273987","4.672822499027655","1020","26","13","11007","SRSF3,SRSF6,SRSF7,SRSF9,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Fallopian tube; glandular cells[≥Medium]","HPA:0210052","false","0.00002182782480372296","4.66098954064488","4651","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; melanocytes[≥Medium]","HPA:0460672","false","0.000022438693235203167","4.649002438737867","3704","26","22","11007","U2AF1,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Breast; myoepithelial cells[High]","HPA:0050093","false","0.000022675219637210487","4.644448497574744","836","26","12","11007","U2AF1,SRSF3,SRSF6,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Pancreas; exocrine glandular cells[≥Medium]","HPA:0350472","false","0.000029183526942336884","4.5348622230994104","5298","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; lymphocytes[High]","HPA:0461473","false","0.000029899121951932307","4.524341565422389","394","26","9","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Nasopharynx; respiratory epithelial cells[≥Medium]","HPA:0320102","false","0.00003152413587722403","4.501356809240108","4727","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skeletal muscle; myocytes[≥Medium]","HPA:0440342","false","0.00003432376521004709","4.4644050774592685","3783","26","22","11007","U2AF1,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Soft tissue 1","HPA:0500000","false","0.0000381473236757447","4.418535925694092","5357","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; fibrohistiocytic cells[High]","HPA:0461443","false","0.00003942345881599635","4.404245275571443","407","26","9","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Skin 1; cells in basal layer[≥Low]","HPA:0461391","false","0.0000398630033427658","4.399429983958314","880","26","12","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Lung; alveolar cells type II[≥Low]","HPA:0301371","false","0.00004272666185331826","4.369301036396815","1533","26","15","11007","U2AF2,SRSF1,SRSF3,SRSF4,SRSF6,SRSF11,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH2,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Soft tissue 2; peripheral nerve[High]","HPA:0510703","false","0.00004287792185844733","4.3677662715261","292","26","8","11007","U2AF1,SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPK,HNRNPL,HNRNPM"
"HPA","Skin 2; endothelial cells[≥Low]","HPA:0470201","false","0.00004348006433402087","4.361709821993986","887","26","12","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Skin 1; lymphocytes[≥Low]","HPA:0461471","false","0.00004518035674744138","4.345050344180739","712","26","11","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Prostate; glandular cells[≥Medium]","HPA:0390052","false","0.00004544681007904044","4.342496594591383","4804","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
