"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"HPA","Colon; peripheral nerve/ganglion[≥Medium]","HPA:0130242","false","0.00004684277177717671","4.329357414796993","3428","26","21","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPUL1"
"HPA","Parathyroid gland; glandular cells[High]","HPA:0360053","false","0.00004997074468942369","4.301284178432186","1551","26","15","11007","U2AF1,SRSF1,SRSF3,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPUL1"
"HPA","Cerebral cortex; endothelial cells[High]","HPA:0100203","false","0.00005254567491332116","4.279463025374676","421","26","9","11007","SRSF1,SRSF3,SRSF11,HNRNPC,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Ovary","HPA:0340000","false","0.00005267163051537055","4.2784232373123965","5429","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; lymphocytes[≥Medium]","HPA:0461472","false","0.00006384520701575573","4.194871700510837","574","26","10","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Bronchus; respiratory epithelial cells[≥Medium]","HPA:0060102","false","0.00006692712283449762","4.174397844710519","4887","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; langerhans cells[≥Medium]","HPA:0461462","false","0.00006701156247261875","4.173850255734799","577","26","10","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Skin 1; endothelial cells[High]","HPA:0460203","false","0.0000784195701077717","4.1055755428102865","316","26","8","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPH1,HNRNPH2,HNRNPK,HNRNPU"
"HPA","Skin 1; cells in spinous layer[≥Medium]","HPA:0461412","false","0.00008369268510734257","4.077312498474393","591","26","10","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Tonsil; squamous epithelial cells[≥Medium]","HPA:0600222","false","0.00008382087913822113","4.076647788469056","4936","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Appendix; lymphoid tissue[High]","HPA:0030073","false","0.00009452719526164761","4.02444322796755","766","26","11","11007","U2AF1,SRSF3,SRSF11,HNRNPA1,HNRNPC,HNRNPD,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Adipose tissue; adipocytes[≥Medium]","HPA:0010012","false","0.00014118654390912912","3.8502066926927663","2235","26","17","11007","U2AF1,U2AF2,SRSF1,SRSF3,SRSF6,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Cerebellum; cells in granular layer[≥Low]","HPA:0090181","false","0.00014843623030551741","3.8284600835492095","4539","26","23","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Epididymis; glandular cells[≥Medium]","HPA:0180052","false","0.00015795305582882722","3.8014719676267674","5682","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Lymph node; non-germinal center cells[High]","HPA:0310443","false","0.00016067313345684183","3.794056736596354","1212","26","13","11007","U2AF1,SRSF1,SRSF3,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 2; endothelial cells[≥Medium]","HPA:0470202","false","0.00016471070237944357","3.783278180834334","636","26","10","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Skin 1; cells in basal layer[≥Medium]","HPA:0461392","false","0.00016710602909428951","3.777007880716154","637","26","10","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Tonsil; germinal center cells[High]","HPA:0600433","false","0.00019059153966389166","3.719896381550977","1230","26","13","11007","U2AF1,U2AF2,RBMX,SRSF3,SRSF6,SRSF11,HNRNPA1,HNRNPD,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Lymph node; germinal center cells[≥Medium]","HPA:0310432","false","0.0001918145436765553","3.717118467034933","3300","26","20","11007","U2AF1,U2AF2,SRSF1,SRSF2,SRSF3,SRSF5,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Liver; hepatocytes[≥Low]","HPA:0290401","false","0.00020421685446638568","3.6899084174906425","5743","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Placenta; endothelial cells[High]","HPA:0380203","false","0.00020671534797569492","3.6846272771525923","244","26","7","11007","HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM"
"HPA","Colon; endothelial cells[≥Medium]","HPA:0130202","false","0.00020861433298696762","3.6806558563921965","3711","26","21","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Endometrium 1; glandular cells[High]","HPA:0160053","false","0.00020925065844407164","3.679333166748432","1474","26","14","11007","U2AF1,RBMX,SRSF1,SRSF3,SRSF6,SRSF9,SRSF11,HNRNPC,HNRNPD,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Kidney; cells in glomeruli[≥Low]","HPA:0270351","false","0.0002303556337212576","3.6376011619043096","5163","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; endothelial cells[≥Low]","HPA:0460201","false","0.00023777621341879268","3.6238315933576053","840","26","11","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Spleen; cells in white pulp[High]","HPA:0530723","false","0.0002674549775304854","3.572749315159476","850","26","11","11007","U2AF1,SRSF1,SRSF3,SRSF11,HNRNPA1,HNRNPC,HNRNPD,HNRNPK,HNRNPL,HNRNPM,HNRNPUL1"
"HPA","Ovary; ovarian stroma cells[High]","HPA:0340463","false","0.0003042452303025277","3.5167762215433527","378","26","8","11007","SRSF3,SRSF11,HNRNPA1,HNRNPC,HNRNPK,HNRNPL,HNRNPM,HNRNPUL1"
"HPA","Appendix; lymphoid tissue[≥Low]","HPA:0030071","false","0.00035636987422676513","3.4480990162234604","4732","26","23","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF5,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Bone marrow; hematopoietic cells[≥Medium]","HPA:0040082","false","0.0003672545899753418","3.43503276765886","4261","26","22","11007","U2AF1,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; fibrohistiocytic cells[≥Medium]","HPA:0461442","false","0.0003855482911766331","3.413921217410589","698","26","10","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Skin 1; fibrohistiocytic cells[≥Low]","HPA:0461441","false","0.00039444258648282417","3.404016202057306","884","26","11","11007","SRSF3,SRSF6,SRSF7,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Spleen; cells in white pulp[≥Medium]","HPA:0530722","false","0.00040266743526862225","3.3950534914628534","2722","26","18","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF3,SRSF4,SRSF6,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH2,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; melanocytes[≥Low]","HPA:0460671","false","0.0004087252676878985","3.3885685130635","5297","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Tonsil; non-germinal center cells[High]","HPA:0600443","false","0.0004524631750993947","3.3444167612144065","1326","26","13","11007","U2AF1,RBMX,SRSF1,SRSF3,SRSF6,SRSF11,HNRNPA1,HNRNPD,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Urinary bladder; urothelial cells[≥Medium]","HPA:0610832","false","0.00047591713853169877","3.322468655285876","5949","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Colon; glandular cells[≥Medium]","HPA:0130052","false","0.0005325969761680187","3.2736013036073133","5977","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Placenta; hofbauer cells[High]","HPA:0381203","false","0.0005434872085418913","3.264810672966915","282","26","7","11007","HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM"
"HPA","Tonsil; germinal center cells[≥Low]","HPA:0600431","false","0.0005477423138457659","3.261423707930272","5984","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Vagina; squamous epithelial cells[≥Low]","HPA:0620221","false","0.0005700930568324804","3.244054248239339","5994","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Vagina","HPA:0620000","false","0.0005700930568324804","3.244054248239339","5994","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Heart muscle; cardiomyocytes[≥Medium]","HPA:0241102","false","0.0006117181403066944","3.2134486404466425","4373","26","22","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Endometrium 2; glandular cells[≥Medium]","HPA:0170052","false","0.0006842147191595975","3.1648075872964805","4882","26","23","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Parathyroid gland; glandular cells[≥Medium]","HPA:0360052","false","0.000699440852022566","3.1552490055843307","4403","26","22","11007","U2AF1,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Small intestine; glandular cells[≥Medium]","HPA:0480052","false","0.0007438844130161466","3.1284945411867615","6061","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Smooth muscle; smooth muscle cells[≥Low]","HPA:0490691","false","0.0007462947112369866","3.1270896360812412","5442","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Smooth muscle","HPA:0490000","false","0.0007462947112369866","3.1270896360812412","5442","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Cervix; squamous epithelial cells[≥Low]","HPA:0630221","false","0.0007710854099757335","3.112897514261935","5450","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Soft tissue 2; peripheral nerve[≥Low]","HPA:0510701","false","0.0007854243031661548","3.104895664604108","3196","26","19","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF3,SRSF4,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Lymph node; non-germinal center cells[≥Medium]","HPA:0310442","false","0.0007939211025458805","3.1002226542875966","3988","26","21","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF6,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Placenta; cytotrophoblasts[High]","HPA:0381193","false","0.0008371505790827306","3.0771964180127416","301","26","7","11007","HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM"
"HPA","Duodenum; glandular cells[≥Medium]","HPA:0150052","false","0.0008604397935240938","3.0652795126171033","6098","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Rectum; glandular cells[≥Medium]","HPA:0400052","false","0.0008604397935240938","3.0652795126171033","6098","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; endothelial cells[≥Medium]","HPA:0460202","false","0.0009052790432379376","3.0432175332155738","592","26","9","11007","SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM,HNRNPU"
"HPA","Appendix; glandular cells[≥Medium]","HPA:0030052","false","0.0009294839936986844","3.031758084652912","5496","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Pancreas; pancreatic endocrine cells[≥Medium]","HPA:0351182","false","0.0009839097187864614","3.0070447495683026","3623","26","20","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF6,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Caudate; neuronal cells[≥Low]","HPA:0080131","false","0.0010581263896080647","2.975462454199707","6151","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Placenta; decidual cells[High]","HPA:0380513","false","0.001147470902342722","2.940258318524658","1203","26","12","11007","SRSF1,SRSF3,SRSF6,SRSF9,SRSF11,HNRNPC,HNRNPH1,HNRNPF,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Cerebellum; Purkinje cells[≥Low]","HPA:0090161","false","0.001221107536808961","2.9132460882367397","5564","26","24","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Liver; cholangiocytes[High]","HPA:0291163","false","0.0013055797765387136","2.884196585769798","322","26","7","11007","SRSF1,SRSF3,HNRNPA2B1,HNRNPC,HNRNPL,HNRNPM,HNRNPUL1"
"HPA","Adipose tissue; adipocytes[High]","HPA:0010013","false","0.0013120736967229209","2.8820417707673545","460","26","8","11007","U2AF1,SRSF3,SRSF6,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPK,HNRNPM"
"HPA","Hippocampus; neuronal cells[≥Low]","HPA:0250131","false","0.001354753964944135","2.868139569268634","6215","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Lymph node; germinal center cells[≥Low]","HPA:0310431","false","0.0013932577110076507","2.855968544655178","5052","26","23","11007","U2AF1,U2AF2,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Soft tissue 2; fibroblasts[≥Low]","HPA:0510651","false","0.0014499516231660738","2.838646487518482","4121","26","21","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF6,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Oral mucosa","HPA:0330000","false","0.0015196599297707992","2.8182535878104304","6245","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Oral mucosa; squamous epithelial cells[≥Low]","HPA:0330221","false","0.0015196599297707992","2.8182535878104304","6245","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Placenta; endothelial cells[≥Medium]","HPA:0380202","false","0.0016597573898086914","2.779955389048873","334","26","7","11007","HNRNPA1,HNRNPA2B1,HNRNPD,HNRNPH1,HNRNPH2,HNRNPK,HNRNPM"
"HPA","Breast; glandular cells[≥Medium]","HPA:0050052","false","0.001687419482595807","2.772776940925739","5099","26","23","11007","U2AF1,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Stomach 2; glandular cells[≥Medium]","HPA:0550052","false","0.0016907003810627801","2.7719333494574587","6273","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Liver","HPA:0290000","false","0.0017965199105036461","2.7455679652258507","6289","26","25","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Cerebral cortex; endothelial cells[≥Low]","HPA:0100201","false","0.0018625353729475943","2.7298954704561424","4630","26","22","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF7,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Skin 1; keratinocytes[High]","HPA:0460663","false","0.001892628957651398","2.722934519390195","648","26","9","11007","U2AF1,RBMX,SRSF1,SRSF2,SRSF8,SRSF11,HNRNPF,HNRNPL,HNRNPUL1"
"HPA","Breast; myoepithelial cells[≥Medium]","HPA:0050092","false","0.0019631036850896897","2.7070567616974377","3771","26","20","11007","U2AF1,RBMX,SRSF1,SRSF2,SRSF3,SRSF4,SRSF6,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Testis; Leydig cells[High]","HPA:0570733","false","0.001978559831276323","2.7036508122161154","1773","26","14","11007","U2AF1,U2AF2,RBMX,SRSF3,SRSF4,SRSF11,HNRNPA1,HNRNPC,HNRNPH1,HNRNPH2,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
"HPA","Tonsil; non-germinal center cells[≥Medium]","HPA:0600442","false","0.0020415730621033564","2.6900350732964355","4199","26","21","11007","U2AF1,U2AF2,RBMX,SRSF1,SRSF2,SRSF3,SRSF6,SRSF8,SRSF11,HNRNPA1,HNRNPA2B1,HNRNPC,HNRNPD,HNRNPH1,HNRNPH2,HNRNPF,HNRNPK,HNRNPL,HNRNPM,HNRNPU,HNRNPUL1"
